Ta_m,P_m,SWin_m,VPD_m,GPP
15.898,0.0,230.042,4.001,9.44707
16.321,0.0,171.521,4.107,8.89201
15.654,12.0,108.75,2.325,5.88546
15.619,15.6,168.792,2.878,8.7278
12.613,19.8,93.104,1.572,7.41192
12.923,3.8,116.813,2.23,7.79828
11.612,1.2,110.625,1.443,7.22069
12.348,0.0,151.146,3.549,8.20523
13.444,12.8,80.313,3.075,6.95291
13.1,0.0,174.656,2.984,9.5034
14.021,0.0,231.5,4.393,6.36367
15.844,0.0,201.938,4.491,9.2935
18.248,0.0,226.75,5.543,8.43251
19.281,0.0,224.167,5.946,7.50008
19.298,4.8,181.667,4.959,5.9549
16.333,15.2,108.313,2.408,4.00382
16.898,0.0,151.021,3.492,6.844
19.117,0.0,182.083,5.329,8.06958
13.596,8.2,79.917,2.72,4.51348
12.329,2.8,17.958,1.026,1.92049
13.198,0.2,164.958,2.659,6.73639
16.229,0.0,202.625,5.205,8.71595
13.363,20.2,32.313,1.221,2.87562
12.835,0.0,157.063,3.226,7.50438
14.323,0.0,135.417,3.154,7.30182
12.821,0.2,194.75,2.614,7.00561
14.848,0.0,191.25,4.194,5.99762
15.569,0.2,99.458,2.919,5.74171
16.267,0.0,178.188,3.814,6.92846
16.669,0.6,82.208,3.062,5.46507
18.942,0.0,152.625,7.348,8.47737
18.073,0.0,167.917,5.815,6.50926
13.319,10.8,29.646,1.519,1.8295
12.729,2.0,72.479,1.838,5.12128
11.775,2.8,98.604,1.918,6.46727
11.573,0.6,72.875,1.725,4.12143
12.185,0.0,107.604,2.118,4.23814
12.483,4.0,61.917,1.41,5.23658
8.385,1.8,99.125,1.69,4.21604
6.698,0.0,135.535,2.045,4.38392
7.994,6.0,57.813,2.078,3.87072
9.454,3.2,104.208,2.093,4.57665
9.523,8.8,119.083,3.241,4.83735
11.194,3.6,51.729,3.492,3.86643
11.258,6.4,82.875,3.492,4.6564
9.383,3.0,38.417,0.737,2.51595
10.119,0.4,89.708,1.235,4.74816
11.915,0.0,27.938,0.898,2.49134
13.585,0.2,113.333,4.798,4.8038
9.625,2.6,61.458,1.509,2.72953
9.45,0.0,78.896,2.203,3.54143
10.431,2.8,18.729,0.738,1.2514
12.027,0.2,120.313,2.301,2.9362
14.131,0.0,74.646,5.263,4.19535
9.712,0.2,123.76,0.983,2.28913
13.223,0.2,120.125,4.071,3.12949
12.61,2.8,101.5,2.894,2.73588
13.904,0.2,41.604,2.599,1.19455
10.483,10.2,48.771,1.553,0.595461
10.04,0.0,72.146,2.728,1.57197
12.748,0.0,95.583,4.536,1.78896
10.96,2.8,85.313,3.392,0.506413
12.192,16.8,56.167,2.058,0.533878
8.306,15.2,42.021,2.098,0.240529
9.058,6.6,70.333,2.488,0.493296
10.823,2.2,74.208,2.225,0.622593
8.006,14.4,27.417,2.249,0.383397
6.81,3.8,81.583,2.092,0.106153
7.11,0.0,85.083,1.179,1.02668
9.99,2.4,33.833,0.183,0.492477
8.892,0.0,36.542,0.136,-0.106277
8.037,0.2,50.771,0.378,-0.240097
6.665,5.6,48.354,0.238,-0.082861
5.398,1.2,37.708,0.121,0.335825
7.094,0.0,77.625,0.603,0.661212
11.796,7.0,33.688,0.115,0.288292
9.721,25.4,11.375,0.106,-0.0713969
6.935,3.4,13.979,0.102,-0.127177
7.067,0.6,40.688,0.109,0.00583919
6.469,0.0,86.917,0.53,0.642382
4.938,0.8,26.938,0.371,-0.0658285
4.523,0.6,38.563,0.326,0.076131
6.977,5.4,32.896,0.352,-0.116881
5.327,0.0,29.125,0.38,0.0133501
5.781,4.6,62.625,0.451,0.362945
8.721,4.2,22.229,0.723,0.514923
9.656,5.8,14.188,1.111,0.416647
5.785,1.2,46.417,0.514,0.185017
5.21,9.4,72.021,0.477,-0.227402
6.152,9.4,17.458,0.538,0.41326
6.954,0.4,37.896,1.078,0.41213
11.479,2.6,34.354,1.301,0.764026
13.885,0.0,52.854,0.794,1.14419
11.758,0.0,57.833,0.678,0.504358
11.408,2.2,55.229,0.779,0.869213
11.585,1.4,16.979,0.844,0.182218
8.09,0.2,25.042,1.081,0.197634
7.213,0.2,52.667,1.038,-0.204405
9.629,0.0,58.563,1.324,-0.33406
11.563,6.8,11.604,0.63,0.391477
12.483,1.0,16.25,0.741,0.231115
11.767,8.0,10.875,0.875,0.43842
9.375,0.2,43.333,0.965,0.390968
9.044,2.4,13.021,0.614,-0.0402276
11.81,0.2,58.458,1.354,0.272622
12.925,0.0,43.729,1.18,0.525976
11.11,1.0,40.646,0.91,0.211971
7.715,11.6,22.438,0.969,-0.133823
3.735,4.6,11.813,0.343,0.087512
2.798,2.0,21.146,0.378,0.0621738
3.088,1.6,15.021,0.426,0.524132
3.687,9.8,9.354,0.575,-0.12277
6.898,0.8,19.583,0.47,0.439841
2.456,0.0,46.083,0.476,0.39702
0.058,0.0,55.75,0.314,0.571454
-2.579,0.0,52.028,0.375,-0.131701
-3.45,0.0,21.25,0.301,-0.181394
-0.8,3.6,14.188,0.279,-0.444592
2.185,4.0,9.646,0.287,0.245741
5.788,2.2,49.063,0.759,0.472994
7.512,5.2,16.646,0.245,0.435203
2.469,1.6,28.917,0.27,-0.0702033
0.71,0.4,9.75,0.187,0.107664
-0.679,0.4,9.958,0.231,0.227412
-0.417,0.6,38.229,0.444,-0.00232483
3.798,2.8,13.313,0.348,0.469569
10.021,1.4,24.75,0.402,-0.0529324
6.608,1.0,35.542,0.918,0.315816
7.679,4.6,16.25,0.824,0.198275
9.121,16.8,11.375,0.94,0.151885
7.294,1.8,17.479,0.994,-0.0352305
4.521,1.0,29.417,0.935,0.147881
3.358,0.075,28.469,0.673,0.164068
2.367,0.4,48.167,0.91,0.25247
6.469,8.4,11.667,1.707,0.540821
6.092,1.6,13.958,1.632,0.176086
0.323,0.0,10.021,0.449,0.0716103
-1.496,0.0,67.5,0.463,0.129013
-2.688,0.0,75.208,0.618,0.37132
-3.921,0.0,73.854,0.754,0.143278
-4.263,0.0,52.495,1.162,-0.0413383
-1.731,0.0,55.665,1.369,-0.278581
-0.621,1.4,13.438,1.089,-0.699741
-1.038,0.0,15.75,1.026,-0.124931
0.229,1.0,11.208,1.039,0.399415
0.783,5.0,56.371,0.374,0.365815
7.38,3.002,52.51,1.723,0.154482
8.813,8.2,49.25,3.946,-0.15918
9.692,9.4,11.333,2.369,-0.293722
6.692,5.2,48.729,2.131,0.136934
5.592,0.0,45.854,1.721,0.0956748
3.6,7.2,40.417,2.257,0.407888
2.827,0.4,68.563,1.477,0.460219
1.369,0.4,71.729,1.38,0.361305
1.373,0.0,47.521,1.156,0.199224
0.262,0.0,87.844,1.121,0.571053
-0.185,0.0,77.813,1.683,0.256511
-0.698,0.0,46.313,1.394,0.159922
3.563,14.4,13.354,1.373,0.411862
8.517,12.0,30.5,0.517,0.46029
8.248,7.6,28.271,1.254,0.258855
12.45,0.4,70.542,2.309,0.301496
13.131,0.0,29.5,6.539,0.415975
11.079,1.4,46.521,6.342,0.000286044
4.679,3.4,43.313,3.75,0.068967
2.137,0.0,112.563,1.509,0.189427
5.971,0.0,68.208,1.877,0.472935
9.5,3.0,75.188,3.761,0.609945
6.133,2.2,13.938,2.576,0.403206
3.733,0.0,112.438,0.955,0.258298
5.287,0.0,126.333,2.415,0.302642
5.277,0.0,103.188,3.185,0.340797
1.885,7.4,17.563,1.487,0.88254
2.648,0.0,110.021,0.284,0.595506
2.598,0.0,118.979,1.831,0.610695
2.727,0.2,52.375,1.895,0.32603
3.152,0.8,59.479,1.714,0.189289
5.229,8.6,35.604,1.731,0.420203
2.498,9.4,57.729,0.83,0.381787
-0.842,1.0,68.479,0.684,0.371485
-2.087,0.0,141.796,1.28,0.17662
-1.65,0.2,108.667,1.158,-0.238064
1.442,0.2,116.063,1.425,0.203795
2.05,0.2,50.771,2.234,0.630002
1.225,3.0,62.104,1.866,0.362582
2.808,0.4,117.625,1.167,0.0672094
0.831,11.6,32.0,2.027,0.17766
6.3,3.4,84.729,0.937,0.574756
3.721,0.2,91.563,1.599,0.0214714
4.467,0.0,167.688,2.092,0.400495
6.806,5.0,28.938,2.822,0.0653859
9.102,2.8,46.688,0.961,1.34088
9.127,0.2,69.917,1.961,0.438
9.825,7.2,42.313,2.538,0.411856
11.165,10.4,32.729,2.026,0.262076
9.881,22.4,25.271,0.867,0.104974
6.194,5.6,99.542,0.772,0.385397
5.198,7.2,47.146,1.804,0.708401
8.885,2.8,54.146,1.161,0.501516
12.35,0.0,164.813,1.15,0.412115
9.735,12.0,69.417,3.458,0.102765
9.26,6.6,93.271,1.393,0.259439
3.748,1.0,139.75,2.049,0.519982
1.25,21.2,48.938,2.318,0.237262
9.952,19.2,67.583,1.458,1.34694
9.708,16.0,35.479,1.763,0.372237
11.104,4.6,30.646,1.428,0.573199
12.329,5.8,93.75,2.932,0.528619
8.525,7.0,53.167,2.211,0.182014
3.031,0.2,51.771,1.31,0.420005
4.448,0.0,142.625,1.115,0.496505
8.452,2.0,107.646,2.641,1.08271
8.037,2.2,71.792,2.548,0.9123
6.331,0.4,86.167,2.175,1.05704
7.879,0.0,215.354,2.882,1.24406
11.454,0.0,237.167,5.623,1.04275
14.504,0.0,238.958,7.891,1.32384
11.881,0.6,100.063,6.35,0.870109
8.838,7.0,92.396,3.857,0.94492
6.506,1.0,169.5,2.434,1.1073
10.052,6.2,121.938,3.903,0.892178
9.073,2.6,166.792,2.189,0.940571
7.821,0.2,174.521,3.775,1.3917
6.856,5.6,82.75,2.701,0.801686
7.95,5.6,100.063,1.012,0.844967
7.281,1.4,118.542,1.2,1.02985
6.525,0.0,162.875,1.657,1.08092
2.567,0.0,242.146,2.383,0.945749
1.783,0.0,229.618,2.889,0.927376
3.285,26.6,54.875,3.14,0.518732
4.963,10.2,117.417,0.476,0.853737
5.29,0.4,106.604,1.171,0.889874
4.117,6.6,65.521,1.751,0.643376
2.75,0.0,190.833,1.263,0.0926049
2.483,0.0,216.958,2.062,-0.329787
2.342,6.6,109.979,2.004,0.689258
4.498,0.2,125.651,1.755,1.11432
7.508,0.8,256.271,2.677,1.2808
11.208,2.0,186.938,5.93,1.26414
9.158,7.2,79.104,3.785,1.141
9.106,0.6,199.271,1.942,1.13683
10.675,0.6,140.396,3.726,1.14333
10.35,8.0,74.396,4.026,1.27602
11.856,10.2,169.375,2.757,2.36212
14.827,0.0,179.188,2.819,2.46099
13.827,0.0,170.542,4.732,3.84334
16.629,0.0,251.146,7.146,4.52956
14.879,0.0,156.083,4.897,4.24508
12.846,0.0,125.271,3.747,4.0886
9.988,6.4,22.021,2.993,2.4432
7.808,0.0,43.438,1.416,3.63235
9.257,0.0,75.896,1.948,4.37314
10.75,0.0,102.354,2.577,6.43056
15.673,0.0,280.042,3.66,8.86551
17.369,0.0,305.417,7.221,9.55917
17.288,0.0,311.292,10.025,10.2858
17.092,0.0,319.417,10.646,10.404
18.094,1.6,313.875,11.162,10.5968
16.55,8.0,210.917,9.37,11.8721
12.602,5.8,108.625,4.442,8.12153
14.513,4.4,156.667,2.35,10.7471
13.3,26.0,156.125,3.193,9.90506
9.704,3.0,130.854,2.357,10.4982
11.167,0.0,250.979,2.378,11.6753
14.054,0.0,335.771,4.883,12.8864
16.371,0.0,338.688,8.053,12.4049
14.508,0.0,312.938,7.328,15.2304
16.765,0.0,328.104,8.026,15.8006
18.181,0.0,310.375,9.555,15.075
18.506,0.0,323.521,8.789,15.1235
19.052,0.0,306.604,9.996,14.8982
19.642,0.0,291.438,10.305,18.297
20.321,0.0,310.5,9.429,18.3941
21.277,0.0,297.021,9.073,18.692
19.917,0.0,325.271,8.737,15.1064
16.877,0.0,285.875,7.669,15.8473
12.721,0.0,202.604,6.28,12.8078
11.596,5.6,99.292,5.003,9.80911
8.081,4.4,152.625,1.715,10.0076
9.435,0.0,268.167,2.748,13.7005
13.912,0.0,324.458,5.878,14.0424
14.681,1.8,180.75,6.698,13.5497
14.817,1.0,203.583,4.43,15.2243
10.931,9.6,49.229,3.861,4.01231
10.246,5.0,89.333,1.22,8.08992
12.271,6.6,133.167,0.835,10.5257
10.546,0.0,166.354,2.374,11.858
14.444,0.0,354.089,4.668,12.0826
15.862,0.0,321.75,8.585,14.3156
16.19,0.0,327.146,8.152,12.6945
16.542,9.6,171.099,7.308,9.06132
15.81,2.6,234.0,4.749,13.799
13.625,4.2,169.688,3.7,12.3714
11.667,4.6,77.354,1.955,7.2933
12.644,0.0,277.354,1.431,11.9801
14.706,0.0,344.458,5.759,12.677
17.735,0.0,318.807,9.185,14.4365
13.602,0.0,313.188,6.672,13.3569
15.404,0.0,355.688,6.975,12.0711
18.763,0.0,349.469,10.018,11.067
21.398,0.0,344.219,13.073,12.4569
22.931,0.0,348.281,14.749,10.9305
20.238,0.2,207.167,12.466,11.9284
18.198,0.2,217.542,6.303,11.3354
19.381,0.0,339.729,7.934,12.8449
20.235,0.0,228.474,10.415,15.5063
18.183,0.0,304.396,7.917,12.8581
18.738,0.0,340.292,9.023,13.2643
19.794,0.0,353.063,9.126,10.9264
21.269,0.0,336.771,12.573,10.9712
22.637,0.0,248.521,15.796,10.7643
22.271,24.6,272.563,13.845,10.533
17.221,10.6,122.688,7.179,4.60113
16.715,5.6,177.083,3.332,3.92874
18.008,0.0,265.188,5.059,8.54541
19.894,0.0,299.083,8.64,13.4034
16.588,4.0,169.333,7.606,11.7069
15.99,3.0,221.438,6.258,14.9679
16.306,5.8,146.979,5.767,13.35
18.733,3.2,184.729,4.624,13.9119
13.142,5.8,97.833,3.051,10.0764
13.598,19.8,193.604,2.367,12.1314
15.808,3.4,223.375,3.035,14.1543
16.41,8.6,256.375,4.274,12.913
15.377,3.6,200.333,5.116,15.0145
13.333,0.4,77.313,3.936,8.18381
16.787,0.0,316.792,2.873,13.3982
19.727,0.0,325.5,8.859,13.5406
19.821,0.6,216.5,8.777,12.2719
19.531,0.0,252.063,6.132,13.7271
21.421,0.2,316.854,6.743,14.9563
22.748,0.0,299.792,10.687,14.555
23.379,0.0,288.375,13.916,15.0633
22.296,0.0,242.479,12.376,13.5457
21.388,0.0,255.813,8.981,15.1117
21.431,0.0,316.979,9.724,13.2041
23.121,0.0,280.917,14.502,13.1526
21.75,0.0,308.146,11.702,12.6734
23.602,0.2,207.063,11.759,11.2506
20.177,10.8,110.208,9.32,10.7682
16.933,2.8,166.604,4.452,12.9049
16.39,0.0,225.958,4.414,15.1654
17.742,0.0,133.688,5.801,11.8424
18.169,6.4,110.729,4.81,12.261
17.081,9.2,188.958,3.627,12.7987
15.91,5.2,148.063,3.927,13.4654
14.129,0.0,155.292,3.151,12.4091
14.029,0.0,283.729,4.321,10.989
15.871,0.0,282.854,6.861,10.1629
20.167,0.0,280.896,9.979,10.9694
22.667,0.0,284.167,13.325,8.9896
25.117,0.0,275.792,15.055,8.37016
20.94,2.8,158.688,14.197,9.26444
19.333,1.6,185.146,6.685,9.51353
20.696,4.6,233.5,4.977,6.44079
19.6,0.8,219.646,6.844,1.90891
18.3,5.4,181.188,6.322,8.72336
19.996,0.0,268.688,4.452,10.1309
20.433,0.0,270.313,7.8,10.1817
21.075,0.0,238.854,9.026,10.0608
21.894,0.0,253.208,9.304,8.85611
23.088,0.0,247.896,10.448,9.35211
23.919,0.0,239.375,12.263,9.20025
21.804,0.0,217.521,11.51,9.38646
16.783,0.0,267.375,7.118,8.63113
17.629,0.0,253.833,9.718,8.62555
16.377,21.8,111.042,9.418,7.35653
14.221,4.0,89.542,3.139,8.67552
13.06,0.0,74.354,1.755,6.57265
14.675,0.2,206.958,2.442,10.9726
16.069,7.6,205.813,4.865,10.2606
12.258,12.6,69.604,3.759,6.87605
11.558,0.2,71.625,1.108,8.57669
11.01,2.8,97.479,2.234,9.61015
13.171,0.0,66.146,1.88,7.73483
12.798,35.2,23.625,2.042,2.04472
9.494,1.6,152.104,1.061,9.66595
9.488,1.6,94.5,2.325,8.34094
10.413,1.6,144.458,1.755,10.2358
12.477,1.0,59.792,3.119,7.04616
12.973,10.0,60.917,1.662,5.94969
11.165,4.0,125.542,2.124,7.972
11.263,5.6,95.417,1.979,7.61479
9.613,9.2,122.375,1.761,7.99445
8.633,1.6,83.188,1.272,6.62992
9.029,0.0,123.333,1.508,9.74287
10.127,11.2,54.042,2.66,6.19034
11.035,59.0,27.458,2.106,2.6273
11.6,0.0,164.521,0.679,9.25115
8.9,0.2,167.167,2.311,7.9092
9.848,0.2,137.146,2.503,9.73997
11.535,0.0,162.938,2.621,9.23586
9.725,0.0,65.813,2.54,4.23901
12.5,1.4,175.521,1.776,9.819
14.24,0.6,121.292,4.171,10.119
13.508,0.0,179.521,3.71,8.56662
13.408,1.4,44.917,3.708,6.39702
15.448,0.6,156.729,2.663,10.3094
16.627,5.4,41.0,4.12,4.03515
20.731,0.2,171.229,4.437,8.3903
16.194,12.2,17.875,6.144,1.61376
12.392,0.8,143.75,2.055,6.55972
13.379,0.2,150.479,2.909,6.07488
18.083,1.0,138.813,4.944,8.14985
15.223,5.8,76.292,5.053,6.48219
12.115,2.6,28.938,2.082,2.8776
12.283,0.2,72.583,2.491,5.95132
12.871,0.0,158.958,3.721,6.31509
12.879,0.0,139.292,4.09,6.31511
12.429,0.2,146.604,3.714,6.08054
14.925,0.0,129.896,3.377,6.27369
14.871,0.2,103.229,3.152,7.35137
16.26,0.0,116.729,2.461,6.43696
15.046,0.0,139.167,4.465,6.30786
13.471,0.0,120.688,3.589,5.06085
13.542,0.2,100.688,1.924,5.51469
14.758,0.0,125.563,3.158,4.84456
11.763,0.2,60.375,2.446,4.34854
13.896,0.8,82.292,1.811,5.77269
12.446,1.2,52.354,4.258,3.32794
10.617,11.4,42.479,2.076,1.75059
12.044,7.2,53.438,1.013,3.23147
11.846,1.8,48.375,1.664,2.77555
11.079,0.2,114.208,1.25,3.39745
13.588,0.0,54.229,2.079,4.37574
13.66,0.0,61.292,3.442,4.33694
13.333,0.0,62.667,2.195,2.90504
14.402,0.0,102.25,1.708,3.66503
12.804,7.2,44.292,3.36,1.97263
5.883,0.0,74.708,2.356,1.46848
6.196,0.2,101.208,1.376,2.73851
7.494,0.0,104.375,2.54,2.59132
6.64,0.0,98.063,2.644,2.79692
5.681,0.0,43.688,1.473,1.43208
5.679,5.0,30.521,0.641,0.789924
9.223,23.0,18.625,0.922,1.214
6.563,17.2,11.542,0.579,-0.0791194
1.058,2.4,31.566,0.737,1.11399
-0.533,0.0,100.208,0.785,0.603958
0.223,0.0,94.833,1.58,0.628671
1.29,0.8,28.396,2.15,-0.0944693
3.085,6.4,14.938,1.916,0.790158
0.95,1.2,31.021,0.9,0.433355
0.342,0.0,88.042,0.599,0.122317
2.65,0.0,86.542,1.586,0.597604
2.067,0.0,82.458,2.115,0.377544
-0.365,0.2,72.599,0.968,0.310031
0.454,0.0,32.125,0.442,0.253635
4.446,0.0,44.479,1.136,0.569288
4.358,0.0,43.563,1.31,0.157762
2.321,9.2,13.729,1.729,-0.24789
0.973,0.8,30.271,0.825,0.491509
1.733,3.6,17.375,0.613,-0.126271
4.675,2.6,12.063,0.392,-0.039146
6.592,3.2,21.417,0.366,0.055534
4.6,1.8,14.729,0.495,0.647419
3.69,7.6,15.979,0.787,0.222215
4.858,7.8,41.896,0.721,0.166994
8.613,14.0,11.896,1.069,-0.0709923
10.05,0.8,22.083,0.565,-0.150623
9.431,0.6,56.396,1.048,-0.0366278
8.492,0.0,8.25,0.996,0.553428
8.017,5.4,12.021,1.182,-0.102586
7.948,2.8,19.375,1.268,-0.0347066
7.027,0.0,13.063,0.977,0.166229
1.733,0.0,60.104,1.507,-0.135801
0.773,0.0,61.042,1.013,0.502821
-0.952,0.0,62.708,0.941,0.382527
-0.783,0.0,62.521,1.34,0.00773014
1.165,0.0,51.792,2.092,0.200872
1.771,0.4,15.208,2.026,0.0170502
-0.777,0.0,21.458,0.437,-0.139546
-8.204,0.0,57.521,1.047,-0.120744
-5.644,0.0,60.292,1.224,-0.55134
-1.985,0.0,60.604,1.484,-0.269293
-3.027,0.0,24.503,1.352,0.189728
-1.39,0.0,11.063,0.749,0.159057
-2.45,0.0,20.271,0.889,0.346268
-1.567,0.4,43.896,0.633,0.132562
-3.052,0.0,24.396,0.678,0.498137
-1.219,0.2,21.125,0.936,0.402043
-5.133,0.0,56.292,0.252,-0.0282972
-6.813,0.0,34.764,0.551,-0.0793298
0.429,4.8,16.646,1.208,0.396852
-1.085,1.0,30.458,0.569,1.04489
-1.408,5.4,34.338,0.271,0.777903
4.021,20.0,13.75,0.596,1.60528
5.056,44.4,8.271,0.599,1.6249
-1.085,0.0,29.87,0.31,0.920626
-3.54,0.2,43.604,0.296,0.884567
-8.956,0.0,56.375,0.215,0.00377554
-8.56,0.0,71.929,0.41,1.16416
-4.812,0.0,55.914,0.694,0.0428012
-7.84,0.0,66.167,0.824,-0.261465
-8.992,0.0,44.698,0.307,-1.13773
-7.923,0.0,25.167,0.199,0.346395
-1.846,0.0,21.542,0.261,0.504501
-2.929,0.4,64.653,0.417,0.465005
-5.373,0.0,30.583,0.178,0.525297
-6.102,0.0,66.592,0.199,0.190253
-1.054,1.6,57.825,1.191,-0.71023
0.792,0.2,37.729,0.16,0.0299117
-2.308,0.0,27.146,0.1,0.229674
-3.244,0.0,19.083,0.1,-0.0154701
-2.531,0.0,22.458,0.1,-0.308386
-1.969,0.0,14.208,0.1,0.0257264
0.015,1.0,23.375,0.114,0.232081
0.296,0.8,17.458,0.458,-0.102696
3.906,3.0,10.25,0.76,-0.111195
5.215,3.2,17.167,1.075,0.0609276
6.254,1.2,22.042,1.551,-0.225943
7.602,0.0,19.958,3.322,0.143516
7.64,4.2,47.938,3.139,0.42066
8.24,2.6,31.458,1.831,-0.0846476
6.444,2.0,45.292,1.928,0.416409
9.09,2.2,51.375,3.187,0.370515
9.519,27.8,12.292,1.458,-0.213744
10.583,1.0,29.292,2.022,-0.0113791
8.9,0.0,72.833,2.357,-0.0484704
10.729,0.0,78.063,5.696,0.388284
9.26,0.0,28.021,3.199,-0.0711068
8.854,1.6,26.604,2.217,-0.137387
13.385,0.0,92.979,8.753,0.666024
13.34,0.0,94.833,9.94,0.493581
9.808,0.0,100.667,5.55,0.164752
11.283,5.2,20.896,4.52,-0.199748
6.56,0.6,41.021,1.717,0.164229
4.552,0.0,49.792,1.31,0.356009
5.531,10.0,21.583,1.069,0.382517
8.771,12.4,46.542,1.445,0.0734848
6.313,9.4,45.708,1.476,0.613388
8.856,0.6,44.208,2.305,0.312996
11.275,0.0,19.958,3.582,0.23085
9.075,16.2,25.417,1.798,0.105002
4.21,15.6,12.521,1.476,0.156481
1.994,0.0,118.167,2.924,0.325341
2.06,0.0,113.521,2.392,0.279134
2.894,0.0,120.604,2.115,0.415158
3.219,2.2,44.875,1.492,-0.154246
2.969,6.6,28.333,0.658,-0.0125668
4.735,44.6,19.771,0.932,0.0948646
1.39,1.8,120.125,2.442,0.220706
2.029,4.8,25.542,1.633,-0.0642987
3.869,16.2,29.167,0.953,0.491577
2.162,5.0,91.271,1.727,0.453649
6.496,13.2,26.854,0.967,0.299854
8.858,9.8,41.063,1.659,0.215791
7.065,7.4,59.104,2.394,0.300949
5.448,0.4,87.75,2.441,0.495826
5.963,0.0,115.583,2.856,0.772106
1.667,2.8,27.292,0.623,0.243166
0.629,0.2,133.16,1.345,0.236632
3.046,0.0,167.819,2.528,0.760118
2.852,0.0,88.563,1.627,0.0663909
3.433,0.4,114.229,1.306,0.137465
7.196,0.6,25.479,0.934,-0.104392
7.752,0.0,171.792,3.617,0.815816
7.806,0.0,82.167,3.143,-0.130782
6.248,0.0,183.063,3.951,0.193947
10.463,0.0,145.271,7.988,0.292026
15.304,0.0,159.167,12.671,0.662844
13.94,0.0,177.938,8.873,0.573965
6.021,5.4,29.979,0.984,0.154668
7.244,0.2,65.729,1.794,0.514905
9.427,0.0,169.75,3.366,0.644032
12.685,0.0,154.417,7.054,1.16359
12.385,11.2,107.271,5.605,0.759266
8.919,35.2,30.104,0.65,0.0957805
11.571,19.4,20.333,1.184,-0.0740804
11.081,6.0,61.021,1.85,0.438694
7.894,1.0,26.688,1.169,0.500897
4.412,0.0,130.354,2.657,0.899696
2.792,0.0,110.125,2.185,0.861462
1.287,0.0,120.458,2.318,-0.412471
1.95,0.0,226.146,2.914,0.684547
2.823,0.0,225.104,3.005,0.653924
5.671,0.0,225.458,4.532,0.879955
8.115,0.0,222.292,5.757,1.87625
6.263,0.0,59.896,2.836,1.00931
9.679,0.0,220.563,6.483,1.35093
10.588,0.0,197.542,6.755,1.66213
13.042,0.0,232.896,9.049,1.53222
13.269,0.0,231.875,8.372,1.468
12.467,0.0,235.417,7.801,1.47591
9.469,0.0,247.5,7.377,0.742928
5.394,0.0,239.639,5.175,0.799106
5.598,0.0,225.299,5.138,0.936051
7.194,0.0,260.229,6.384,1.04296
6.71,0.0,224.903,6.193,1.0627
6.794,0.0,203.368,4.934,0.672239
7.983,0.0,243.354,4.686,0.888392
9.446,0.0,169.396,4.809,1.88016
7.135,8.4,32.333,1.748,1.09542
4.95,3.0,95.104,1.465,1.55851
4.604,2.2,145.0,1.625,1.16758
4.513,6.4,66.104,0.695,1.1713
7.108,3.2,73.729,2.072,1.574
8.575,2.4,176.313,3.723,2.15574
7.058,0.0,163.604,2.059,2.3946
6.831,0.2,131.417,2.169,2.05101
9.446,0.0,225.333,3.922,2.90556
12.602,0.0,234.188,6.936,3.95273
13.642,0.0,196.896,6.34,2.57991
13.196,0.0,137.917,3.956,2.79505
15.546,0.0,255.042,7.052,3.54655
11.123,18.6,137.438,3.31,3.43125
8.446,0.2,187.354,4.053,3.7734
10.86,0.8,166.396,5.154,3.91058
10.294,2.8,164.563,4.803,3.63872
13.696,0.0,257.313,9.334,5.70212
10.34,9.6,114.542,3.422,4.09777
9.01,3.2,104.875,2.02,5.04243
6.992,12.0,42.854,0.554,2.92911
6.596,23.8,32.167,0.423,2.61299
5.346,5.8,100.083,0.967,4.44165
8.456,0.0,197.396,2.871,6.62742
12.869,0.0,270.271,4.818,8.34573
15.85,0.0,233.188,5.742,9.05549
16.158,0.8,214.438,5.272,8.3725
14.423,2.4,281.208,5.148,8.78342
13.471,6.8,223.536,2.789,12.4291
12.573,0.0,173.708,3.449,10.7174
15.908,0.0,272.229,6.921,11.8174
13.229,1.4,211.146,5.154,10.9191
15.36,0.0,316.479,6.944,11.981
18.004,0.0,322.75,10.446,11.89
21.548,0.0,322.5,15.034,13.6061
13.698,1.2,51.854,2.54,6.82004
13.96,0.0,224.729,4.537,13.6723
15.717,0.0,240.021,7.376,13.1282
18.373,0.0,315.979,9.391,13.1067
17.002,0.8,152.958,8.223,13.7964
10.69,14.6,50.542,0.774,5.27645
13.8,0.4,276.729,4.776,16.2112
10.925,2.4,126.542,2.209,11.4964
12.487,0.0,239.917,5.027,16.4441
12.325,0.0,211.417,4.699,14.7165
12.269,0.0,236.292,4.728,16.6416
12.358,3.4,170.625,4.215,13.4266
13.071,0.0,310.542,6.709,13.7172
14.633,0.0,337.021,7.598,13.0282
16.792,0.0,351.188,10.31,13.7633
18.313,0.0,338.208,10.935,13.7589
17.075,1.2,170.083,5.617,12.4211
18.267,22.2,276.958,5.174,13.802
16.227,4.4,113.813,3.987,4.99269
13.783,1.6,118.542,1.744,8.45269
13.515,11.2,133.063,2.835,10.3528
14.404,0.0,298.875,5.493,14.4888
14.867,1.8,185.958,3.48,12.0961
12.25,3.0,134.042,3.322,11.1526
13.825,1.0,194.5,4.361,15.2233
17.954,0.0,268.651,7.392,15.3402
18.317,0.0,251.031,6.452,17.1379
21.09,0.0,345.901,10.287,14.3254
21.435,2.4,157.104,7.049,10.2521
21.346,0.0,312.375,8.006,14.205
24.748,0.0,318.14,12.745,12.8829
26.398,0.0,331.427,17.629,13.179
